,text,label_x,label_y
39,đã gọi_là môn_học kỹ_năng nghề_nghiệp thì nên cập_nhật những kỹ_năng rõ_ràng mang tính thực_tế .,2,2
40,kiến_thức đầy_đủ và sử_dụng nhiều .,1,2
41,nhà có máy_giặt có thang_máy có sân_thượng và chỗ để xe miễn_phí .,1,4
42,em thông_qua kênh này lần nữa để báo lại với phòng đào_tạo là môn này wzjwz và wzjwz bị nhầm mã môn và điểm thành_phần với nhau ạ .,2,2
43,alan vũ hải lân .,0,3
44,em hèn nên check trước cho chắc kèo .,0,3
45,mưa rất là chill .,1,3
46,ké với .,0,3
47,học kinh_tế vi_mô giảng tao nhé .,0,2
48,nhắc đến sân_khấu này chúng_ta không_thể không kể đến những tiết_mục đầy uyển_chuyển cuốn_hút đã làm_nên tên_tuổi của ban múa tại neu youth festival như son_tứ phủ vũ độc ải mỹ_nhân vọng .,1,9
49,tạm_biệt neu .,0,2
50,em đã được không rồi .,0,3
51,còn làm ít bài_tập .,2,2
52,thôi cái đấy trượt nốt cũng không sao .,2,2
53,ngành này lạ lắm .,0,2
54,ngất lâm sàn .,0,3
55,được đào_tạo miễn_phí bởi trainer là người nước_ngoài giúp các bạn có_thể cải_thiện được trình_độ tiếng anh của mình .,1,2
56,chắc là con_cháu các bác trên bộ giáo_dục mở trung_tâm ielts hoặc chính con_cháu sân sau của quan_chức là người đứng sau mang british council idp về việt nam đây là những người được lợi nhiều nhất từ hình_thức xét tuyển này .,1,2
57,cafe sách nè .,0,3
58,thế bả lục ánh ngọc đâu xem mãi vưỡn chưa dòm thấy .,0,3
59,không có chi .,0,3
60,nhức nhức cái đầu .,2,3
61,trước deadline check lại ý .,0,3
62,phòng máy không đáp_ứng được yêu_cầu .,2,4
63,thương cậu .,2,6
64,đúng giờ nhiều tài_liệu tham_khảo .,1,2
65,giảng_dạy rất tận_tình giải_đáp mọi thắc_mắc của sinh_viên .,1,2
66,tôi đồng_ý vế đầu nhưng tôi nghĩ nếu chúng_ta vốn_sống trong xã_hội bất_công từ những thứ chúng_ta không thay_đổi được hoặc rất khó thay_đổi xuất_thân màu_da tài_năng thiên_phú tại_sao chúng_ta lại phải cố_tình tạo thêm bất_công trong xã_hội vốn đã bất_công rồi các em vừa ra trường cấp và xứng_đáng có cơ_hội được cạnh_tranh tương_đối bình_đẳng trước khi vào cuộc_đời nghiệt_ngã chứ thi đại_học còn nhiều bất_cập nhưng nó cũng đã từng là một nấc thang làm tăng social mobility ở nước ta trong nhiều năm .,0,7
67,thôi chac van co duoc nhi .,0,3
68,tích đức à phát .,0,6
69,em làm trên web đêm qua đến giờ vẫn chưa thấy thông_báo ngày nhận liệu có nên lên hẳn onegate ở trường ạ .,0,1
70,thầy dạy cả bài_học lẫn cách học sao cho hiệu_quả .,1,2
71,tạo ra những ảnh_hưởng tích_cực tới cộng_đồng thông_qua hoạt_động tại dự_án .,0,5
72,anh photo makeup cho à .,0,3
73,học neu nào .,0,2
74,xong còn nghe_đâu một lúc yêu mấy em lúc đó mình còn không tin mình tưởng mình hiểu nó lắm hóa ra mình ngu thật .,2,6
75,thông_tin đến .,0,1
76,ngoài_ra khi đăng_ký tham_gia và thực_hiện đầy_đủ yêu_cầu của ban tổ_chức các bạn sẽ nhận ngay điểm đoàn chỉ dành cho sinh_viên neu .,0,2
77,có những đêm gần như thức trắng .,0,3
78,mẹ mày đang ngủ với tao này thích lắm .,3,3
79,chiều ngày mình có nhậm tiền_mặt từ bạn và chuyển_khoản trả .,0,3
80,mày ơi tao lo quá .,2,3
81,cute thế toàn tặng sách .,1,3
82,ebba đâu ạ .,0,2
83,thật ý_nghĩa .,1,3
84,chia buồn cùng các chị ạ .,2,6
85,go finance là cuộc thi học_thuật thường_niên do câu lạc_bộ chứng_khoán sinh_viên sc tổ_chức dành cho các bạn sinh_viên trên toàn_quốc có niềm đam_mê trong lĩnh_vực kinh_tế tài_chính chứng_khoán với khao_khát khám_phá tiềm_năng và thử_thách chính bản_thân mình .,0,7
86,hay_là trường công_bố luôn cho đỡ hồi_hộp ạ .,0,3
87,tải ảnh về máy chú_ý không ấn nhầm vào nút bắt_đầu tải phần_mềm quảng_cáo ngay phía dưới .,0,1
88,nhớ đổi nha chưa .,0,8
89,hình_như là vẫn thế .,0,3
90,ai nhìn thấy hay có nhặt được thì cho em xin lại ạ .,0,8
91,do thời_gian mỗi buổi học khá ngắn nên giảng_viên cần tập_trung vào những chủ_đề quan_trọng phần còn lại nên để sinh_viên tự tìm_hiểu .,2,2
92,mờ ê mê thôi .,0,3
93,vô_cùng tận_tình sẵn_sàng truyền đầy_đủ kiến_thức cho sinh_viên và hết_lòng chỉ_bảo .,1,2
94,cho nuôi pet là mèo nhưng chủ phải chịu trách_nhiệm lau dọn riêng cho bé .,2,6
95,sắp mở đơn em nha là trong số những tổ đội tham_gia là ban tổ_chức hỗ_trợ ban tổ_chức trong các chương_trình sự_kiện lớn của năm như nyf nc .,1,9
96,thầy khá nhiệt_huyết và gần gủi với sinh_viên .,1,2
97,nay con_trai đi nhận bằng à .,0,3
98,chị cả xịn quá .,1,3
99,thì ra người giàu cũng như mình .,0,3
100,cơ_cấu vòng thi .,0,2
101,của em này .,0,3
102,anh rất ngưỡng_mộ em về điều này .,1,6
103,chứ tôi đi học tầng không phải đi bộ .,0,2
104,thống_kê trong kinh_tế và kinh_doanh sách real có tem .,0,2
105,gắng học nhé .,1,3
106,cần pass các giáo_trình như hình .,0,2
107,cho em hỏi với ạ có mấy ngành chất_lượng cao chỉ xét nv thôi ạ .,0,2
108,còn biết lí_thuyết tài_chính tiền_tệ auth không ạ .,0,2
109,giảng_viên cho làm nhiều bài_tập liên_quan đến bài_học .,1,2
110,chú_ý thì làm gì nói thật là trình_độ của các giảng_viên đại_học ở các trường thực_sự có vấn_đề số thì dạng đéo hiểu sao nước_ngoài về thì thuần nghiên_cứu nhiều hơn thực_tiễn hay kinh_nghiệm thì méo có gì đi dạy đám không biết gì thế_là lại thành vòng luẩn_quẩn cho cả sinh_viên lẫn doanh_nghiệp và cái bằng cũng chỉ là tờ giấy .,3,2
111,cho làm nhiều đồ_án và bài_tập liên_quan tới môn_học .,1,2
112,để mai về học .,0,2
113,ts trần thanh vân bày_tỏ mong_muốn trong thời_gian tới tiếp_tục tăng_cường giao_lưu trao_đổi kinh_nghiệm giữa hai trường trong các hoạt_động đào_tạo nghiên_cứu khoa_học thể_thao qua đó thắt chặt hơn nữa tình đoàn_kết giữa hai đơn_vị .,0,7
114,cô rất nhiệt_tình trong hoạt_động giảng_dạy .,1,2
115,check danh_sách học_bổng kỳ các năm gần đây xem .,1,2
116,thầy cần chủ_động hơn trong việc dạy và dạy bù khi em hỏi các bạn về lịch dạy bù thì hầu_hết các bạn được em hỏi đều không biết .,2,2
117,máy_chiếu mờ phòng học hơi nóng .,2,4
118,nhanh nào .,0,3
119,việc phía ban tổ_chức đăng bài viết như vậy khiến cho một bộ_phận sinh_viên đọc được bài viết có cái nhìn không mấy thiện_cảm với giải chạy .,2,4
120,quan_tâm inbox nhận mô_tả công_việc hoặc liên_hệ zalo anh khánh quản_lý để nhận được hỗ_trợ .,0,0
121,trông bạn mà có tướng sinh_viên vượt sướng cậu ạ .,1,6
122,chuyến xe mang nhiều điều thú_vị dành riêng cho các bạn sinh_viên với tiêu_chí học hay chơi xịn của lenovo vietnam sẽ đặt_chân vào trường chúng_ta và mở ra thật nhiều hoạt_động thú_vị cùng trải nghiệm ấn_tượng .,1,6
123,biên_bản họp liên_chi_đoàn xếp loại đoàn_viên và chi_đoàn .,0,1
124,thời_gian diễn ra cuộc thi từ ngày đến .,0,1
125,em thấy người nhật hàn trung khi sang mỹ toàn ép con học bác_sĩ là vậy .,0,2
126,chắc_hẳn các bạn tân_sinh_viên đang rất tò_mò và háo_hức không biết nên làm gì để có_thể trải nghiệm một_cách trọn_vẹn đời sinh_viên nhất_là trong những ngày_tháng đầu_tiên của cuộc hành_trình đầy mới_mẻ và hứa_hẹn này .,1,2
127,vì_thế mà bạn nên thay_đổi tư_duy mình cũng thế mình cũng đang làm_quen nè còn hợp hay không hợp thì từ từ hẳn nói có_thể sau tháng học_kì hoặc năm trên đời này nhiều cái mình không thích lắm nhưng thử tìm_kiếm một cái ưu_điểm để bám_trụ để thích_nghi đi bạn .,0,6
128,ngon quá bạn ơi .,1,3
129,facebook fanpage bos tlu .,0,3
130,dạ cảm_ơn ạ .,1,8
131,ngu thi phai chui cho no khon len .,2,3
132,chờ được rủ đi delulu .,0,3
133,toi yeu ynm .,1,9
134,tài_liệu không chi_tiết lắm .,2,2
135,sau giờ học thầy còn hỏi về tình_hình buổi học có nhanh hay chậm quá không có chỗ nào chưa rõ tình_hình thầy trợ_giảng_dạy sao .,1,2
136,ngày_xưa thì vậy sau khi là sinh_viên ra trường_quay lại lấy bằng thấy chất_lượng dịch_vụ quá chán mh đã cho bà_cô một mẻ im_bặt luôn .,2,4
137,and all we get quá sách là bạn tôi khi tôi không có bạn_bè quanh mình .,2,3
138,không phải chỗ để cười .,2,3
139,thí_sinh có_thể nộp hồ_sơ trực_tiếp hoặc chuyển_phát nhanh đến tầng nhà đại_học kinh_tế quốc dân .,0,1
140,em mang máy win đi học những môn đó nhé .,0,2
141,tính_hủy pháp_luật đại_cương đăng_ký thêm tầm học_phần khác thì vẫn đủ điều_kiện xét học_bổng đúng ạ .,0,1
142,thời_gian từ ngày đến .,0,1
143,cơ_hội nghề_nghiệp và những điều sinh_viên cần biết về ngành thương_mại điện_tử .,0,5
144,trường mãi đỉnh .,1,4
145,mình chào bạn nhé .,0,3
146,giảng_dạy và hướng_dẫn bài_tập cần cụ_thể hơn cần có tài_liệu trên website môn_học .,1,2
147,trang_phục áo thanh_niên việt nam quần_âu sẫm màu giày hoặc dép có quai hậu .,0,1
148,mình cần pass ké giáo_trình xắc suất thống_kê bài_tập tài_chính công giáo_trình kinh_tế đầu_tư .,0,2
149,anh chạy thật nhanh .,0,3
150,cuối_cùng cũng công_bố nè nghiên_cứu kĩ nha ba .,1,3
151,bạn cho gì tôi cũng xin .,0,3
152,ai cứu mình đi ạ .,0,8
153,thầy dạy tốt .,1,2
154,môi_trường không đảm_bảo_an_toàn cho sức_khỏe .,2,4
155,mong rằng thời_gian học_tập tại neu đã cho các bạn nhiều kỉ_niệm trong thời thanh_xuân .,1,2
156,em thấy trông tình_cảm mà ta .,1,2
157,em mail bổ_sung bài thực_hành giáo_viên không hồi_đáp mail xin sửa điểm giảng_viên không reply đồng_ý xem_xét hay không đồng_ý .,2,2
158,mình pass giáo_trình bản photo .,0,2
159,chị đây em ơi em rep inbox chị với .,0,0
160,nếu bạn đam_mê và chịu_khó học_hỏi nhưng lại chưa có nhiều kinh_nghiệm trong lĩnh_vực này thì đừng lo hãy cùng tham_gia với chúng_mình lyre sẽ giúp cho bạn trau_dồi thêm nhiều kỹ_năng bổ_ích cũng như tích_lũy cho bạn nhiều kinh_nghiệm trong lĩnh_vực này trong tương_lai .,1,6
161,mọi người ơi xin in bạn với ạ .,0,3
162,thời_gian thứ năm ngày .,0,1
163,bạn em chỉ thích nằm và ngủ ạ .,0,3
164,chúc_mừng chị .,1,6
165,các bạn sinh_viên neu có ý_định du_học ừ sau khi hoàn_thành chương_trình học ở trường mình nếu có thắc_mắc gì về đất_nước này thì cũng đừng ngại comment ở dưới hỏi mình nha .,1,2
166,dạy nhiệt_tình mở_rộng kiến_thức cho sinh_viên làm bài_tập nhiều .,1,2
167,em chúc_mừng chị chúc_mừng con_gái .,1,6
168,thầy dạy hay vui_tính .,1,2
169,cái vụ cô quản_lý nhà bán_nước bẩn cho sinh_viên bảo giải_quyết rồi mà năm nay cũng không thấy gì nè cô vẫn hách_dịch lên_mặt với sinh_viên như_thường .,2,4
170,mình có kinh_tế vĩ_mô kèm sách bài_tập nhé .,0,2
171,cô thường_xuyên kiểm_tra bài .,1,2
172,tôi làm được .,0,3
173,giỏi nhất là thích_nghi .,1,3
174,hot chưa .,1,3
175,núi cao còn có núi cao hơn chưa thấy cao tức_là do vẫn đúng nguyên chỗ chịu bước tiếp .,0,3
176,về cơ_bản quy_trình tuyển_dụng consulting không liên_quan gì tới market research .,0,5
177,với học đều tí chót lấy word rồi thì cứ đi excel thôi .,0,2
178,nhìn tức cái design á .,2,3
179,vớ phải hôm đi học có ca thi ielts nữa thì có mà .,0,3
180,tầng để xe free có máy_giặt chung có nước_lọc để uống và nấu_ăn free .,0,4
181,trước cậu cũng ở nhà mà sao fduwocj nào che ô cho .,0,6
182,em chào anh_chị ạ em là sắp tới em chuẩn_bị đổi điểm tiếng anh và tin_học nhưng còn thắc_mắc một_số vấn_đề mong anh_chị giải_đáp ạ .,0,2
183,thầy cho chép nhiều quá .,2,2
184,giảng_viên giảng bài rất có hiệu_quả sinh_viên hiểu bài tốt .,1,2
185,trải nghiệm việc học kết_hợp với hoạt_động ngoại khóa gala dinner trong suốt khóa học .,0,2
186,nam thanh nữ tú rạng ngời trong lễ tốt_nghiệp đại_học chính_quy năm .,1,3
187,máy thực_hành nên cài visual studio .,2,4
188,thầy nhiệt_tình tận_tâm với sinh_viên .,1,2
189,cgucs mừng .,1,3
190,rất chăm_lo cho sinh_viên nhiệt_tình .,1,2
191,đêm thi hứa_hẹn sẽ mang tới màn tranh tài vô_cùng bùng_nổ và gay_cấn của các thí thí_sinh tài_năng nhất .,1,2
192,trong mấy hôm_nay có các cháu đi phỏng_vấn thi chất_lượng cao đó các tình_nguyện khóa trên chụp thêm làm tư_liệu nữa là ok .,0,6
193,thầy nhiệt_tình quan_tâm tới sinh_viên .,1,2
194,gạt tay lệch pha .,0,3
195,ts bùi huy nhượng phó hiệu_trưởng phó_giáo .,0,6
196,champion giải gì mà nết kì vậy ạ .,2,3
197,tớ có các chị cùng phòng che ô cho rồi cộu .,0,6
198,giảng_viên nhiệt_tình bài giảng đầy_đủ .,1,2
199,nlcb mac lenin .,0,3
200,nhanh tay lẹ mắt có ngay điểm đoàn .,0,2
201,không phụ_thuộc vào giảng_viên .,2,2
202,em lấy btap lí_thuyết tài_chính tiền_tệ ạ .,0,2
203,nhờ facebook nhắc lại kỷ_niệm chúng_mình .,0,8
204,cô giảng_dạy nhiệt_tình cô bài_tập trên course nhiều dù có vắng_mặt hay lơ_là trong lúc học vẫn nắm được bài và học tốt .,1,2
205,em đã nghĩ chắc là chỉ có trường_hợp như vậy nhưng không từ các sự_kiện của liên_chi_đoàn hay câu lạc_bộ đều trễ giờ ạ .,2,9
206,trần anh thư .,0,6
207,thầy vui_vẻ nhiệt_tình và dạy dễ hiểu .,1,2
208,tìm taekwondo size ạ .,0,3
209,cũng muốn được ngồi .,0,3
210,ngày làm người giàu .,0,3
211,ban tổ_chức nên xem_lại cách làm_việc và có_thể làm_việc hợp_lý hơn chuyên_nghiệp hơn .,2,4
212,cái này do trải nghiệm bản_thân với những bạn_bè đại_học nên xin list ra cho ai đó sắp đăng_kí học đại_học không sắp_xếp thứ_tự .,0,2
213,em chúc_mừng gia_đình và hiển nhé nhanh quá ạ .,1,6
214,timeline tuần_lễ thực_tập neu internship day .,0,1
215,thiếu thiết_bị thật để thực_hành .,2,4
216,mệ cố lên .,0,3
217,giảng chậm chi_tiết dễ hiểu .,1,2
218,đảng và nhà_nước luôn chú_trọng xây_dựng tổ_quốc .,0,1
219,dùng app năm ra trường năm rồi trộm_vía không lỗi tí nào trộm_vía trộm_vía .,1,4
220,cho hỏi là sau tham_gia thì nhận cert chứng_nhận hnt ở đâu ạ .,0,1
221,thầy thường mới bắt_đầu dạy lời giảng còn khó hiểu do không cho nhiều ví_dụ cụ_thể cũng như demo .,2,2
222,bạn đúng không .,0,3
223,thầy giảng đúng trọng_tâm đề dễ hiểu .,1,2
224,giáo_viên thân_thiện nhiệt_huyết .,1,2
225,em này kém .,2,3
226,nên nêu rõ mục_đích yêu_cầu của môn_học khi bắt_đầu dạy để sinh_viên nắm được mục_đích yêu_cầu_môn_học .,2,2
227,thầy dạy vui_tính tận_tâm với sinh_viên .,1,2
228,vận_dụng chủ_nghĩa mác lênin tư_tưởng hồ chí minh lý_luận chính_trị trong thực_tiễn đấu_tranh giải_phóng dân_tộc thống_nhất đất_nước để giải_quyết các vấn_đề thực_tiễn phát_triển kinh_tế xã_hội trong thời_kỳ đẩy_mạnh công_nghiệp_hóa hiện_đại_hóa đất_nước và hội_nhập quốc_tế .,1,7
229,date của sinh_viên neu .,0,6
230,trượt neu .,2,2
231,trước trạm tế ở ngõ tự_do giờ kết_bạn còn ở đấy .,0,3
232,nghe nó không thực_tế anh ạ .,2,3
233,rất mong sẽ không có vấn_đề này xảy ra một lần nữa và không bạn nào bị giống mình .,2,3
234,chúc_mừng các con chúc con thành_công tân cử_nhân .,1,6
235,phòng thực_hành quá xuống_cấp .,2,4
236,bật_mí nbc đang có chương_trình thiện nguyện rất ý_nghĩa sự_kiện hợp_tác quốc_tế đầu_tiên tại trường đại_học kinh_tế quốc dân do sinh_viên tổ_chức nhé .,1,9
237,content marketing .,0,3
238,còn chần_chừ gì nữa đăng_kí tham_gia rinh ngay điểm đoàn vô_vàn kiến_thức .,1,2
239,gia_đình truyền_hình .,0,7
240,tích là đúp .,2,3
241,trải qua một chặng đường dài go finance đã chính_thức bước vào đêm gala chung_kết the final wave với top thí_sinh gọi tên .,0,1
242,nhớ chưa .,0,3
243,toàn đánh lồn bằng wifi này đấy .,3,3
244,thầy giảng bài dễ hiểu vui_tính sẵn_sàng giải_đáp thắc_mắc của sinh_viên .,1,2
245,truong mình còn xet tuyen không nhi .,0,1
246,góc nhìn của những_ai đã và đang học thì hãy chia_sẻ bên dưới nhé ban_đầu nghĩ hệ_từ xa là bản_chất mình sẽ đi mua bằng_cấp do bên trường đưa cho bằng tiền nhưng thực_chất nó chỉ là rút ngắn chương_trình học đi và tiền thì vẫn thế trong thời_gian ngắn hơn và không phải lên trường lớp và vẫn có bằng thực_sự thì thấy nó khá phù_hợp cho những ai có hoàn_cảnh gia cảnh điều_kiện khá_giả học cái đấy không_những có_thể tiếp_thu thêm những kĩ_năng thực_hành_kinh_nghiệm việc_làm .,2,2
247,thời_gian xếp lịch thực_hành không hợp_lý lý_thuyết học tiết thực_hành học tiết .,2,2
248,hot facebook quá chị .,1,3
249,em là tân_sinh_viên thì nộp hồ_sơ như nào ạ .,0,4
251,ưu_tiên_nữ_sinh_viên neu phòng có_thể ở người .,0,3
252,mọi người cho em hỏi là có cách nào để xin giấy xác_nhận là sinh_viên không ạ vì em sắp thi cuối kỳ môn thể ạ .,0,2
253,của trường anh đã thật_sự bị ấn_tượng bởi sự nhiệt_huyết năng_động và chuyên_nghiệp của các câu lạc_bộ .,1,9
254,em cũng không có ý_định học trong trường .,2,2
255,de xịn quá ạ .,1,3
256,ngày hội chính .,0,3
257,hạn_chế cho ra ví_dụ kiểu như rồi cho bài_tập kiểu như .,2,2
258,be proud tune break cocon .,1,9
259,phòng học còn nóng và bụi_bặm máy_chiếu tuy là vẫn thầy được nhưng như thế vẫn là mờ đề_nghị khắc_phục vấn_đề này .,2,4
260,thông_báo thông_tin liên_quan đến thi chứng_chỉ tin_học quốc_tế mos icdl .,0,1
261,thầy dạy tận_tâm nhiệt_tình tâm_huyết vui_tính .,1,2
262,mê quá ạ .,1,0
263,giảng_viên rất nhiệt_tình sôi_nổi có tâm với sinh_viên .,1,2
264,còn giáo_trình kế_toán quản_trị và kế_toán tài_chính không ạ .,0,2
265,chị xem post này chưa ạ .,0,3
266,nhớ đợt năm nhất quá .,1,3
267,thầy truyền được lửa cho sinh_viên rất nhiều .,1,2
268,bump bump khổ bạn em .,2,6
269,thế phải có hoặc .,0,3
270,ts đàm sơn toại trưởng_phòng khảo_thí đảm_bảo chất_lượng giáo_dục .,0,6
271,thầy cần dạy bám sát vào môn_học và chỉ dạy kỹ hơn về việc đánh_giá cuối kỳ kỹ_lưỡng hơn một_chút .,2,2
272,chị dậu lực điền hã đi từ tòa ra thấy mệt phè rồi .,0,3
273,mờ ê mê ạ .,1,3
274,giảm còn .,0,3
275,tìm được địa_điểm bonding mới của ynm ngoài neu .,0,9
276,kiểu như giảng_viên chưa chuẩn_bị chưa từng đọc tới cái đề vậy .,2,2
277,vì trời mưa quá nên mình đã đem êm nó về nhà giúp bạn rồi .,1,8
278,giáo_viên không thông_báo nhận_xét các bài thực_hành .,2,2
279,nội_dung môn_học em nghĩ là rộng quá ạ .,2,2
280,thầy đi rất đúng giờ và nhiệt_tình .,1,2
281,không đáp_ứng được đề_cương môn_học đề ra .,2,2
282,mình đã đăng_ký rồi ạ .,0,0
283,em đang dùng nick chính chủ để lên bài và bài viết với mục_đích đóng_góp không tạo tranh_luận gì cả nên mong mọi người nếu có comment thì hãy comment lành_mạnh ạ .,0,3
284,học năm mấy nhớ triết kì nào cũng mở luôn ấy mấy môn tư_tưởng mở suốt .,0,2
285,em kì trước có một môn em được nên có nguyện_vọng muốn đăng_kí học cải_thiện .,0,4
286,cho em xin in tư nơi bán banner cổ_vũ như trong hình .,0,1
287,chúng_tôi không_trách không có vé bornpink .,0,3
288,có_thể mời thêm các anh_chị khóa trên tham_gia chia_sẻ kinh_nghiệm học_tập cũng như làm_việc .,1,2
289,mục số .,0,3
290,chụp hình lên không ai biết_điều hòa hỏng wifi kém loa hỏng hay tủ thư_viện hỏng đâu .,2,4
291,anh nghĩ rằng mọi chuyện xảy ra với em như_vậy đều đã được an_bài rồi khó_khăn vất_vả em đã trải qua con đường em xây_dựng đã đang hình_thành .,0,6
292,sợ nhất là vào bộ_phận một cửa vừa nói câu cô ơi cho em hỏi thì cô đã rào trước luôn hỏi vấn_đề gì có hướng_dẫn hết rồi ừa em không biết thì em mới hỏi chứ có phải không biết đọc hay tìm_hiểu đâu .,2,4
293,đẹp_trai lại còn tốt_bụng nữa .,1,3
294,thầy sơn trẻ và nhẹ_nhàng lắm nha .,1,2
295,tân_sinh_viên sao rồi .,0,2
296,may_ra được trường .,1,2
297,phương_pháp dạy của thầy chưa hiệu_quả .,2,2
298,đến khi đi học thì tớ lại không còn nhiệt_huyết với nó như cách mà từ trước đến giờ vốn tớ đã làm cũng tốt .,2,6
299,ghê thật .,1,3
300,giải_tích cô hà_thị minh huệ nha .,0,2
301,chạy thoát hiểm .,0,3
302,content hay quá .,1,3
303,em đông sinh_viên năm nhất liên_hệ chị kìa .,0,6
304,fan cứng luôn .,1,3
305,thật_sự khi mà trò_chuyện về cuộc_sống cá_nhân cũng như về sự_nghiệp anh đều trả_lời cách tường_tận cũng như cho thấy_kinh_nghiệm sống dày_dặn anh đã tích_lũy .,1,6
306,nên thay_đổi hình_thức thi cuối kỳ nên làm bài thi trên máy hoặc làm đồ_án môn_học .,2,2
307,cứu em .,0,3
308,trước khi đến địa_điểm nào hoặc chọn nơi trọ ở đâu cần xác_định trước các lối_thoát hiểm .,0,1
309,thực_hành nghiên_cứu trong kinh_tế và quản_trị kinh_doanh .,0,2
310,các câu lạc_bộ đều đang chuẩn_bị mở đơn tv tầm cuối tháng đầu tháng em quan_tâm đến câu lạc_bộ nào thì có_thể tìm trang facebook của câu lạc_bộ đó nhé chịu_khó cập_nhật thông_tin từ các bài đăng để biết khi nào mở đơn nhé chị gắn link lsc dưới đây em nhớ ghé qua nha .,0,9
311,em chào thầy cô và các bạn .,0,3
312,slide bài giảng tiếng anh giúp tụi em nâng cao khả_năng học tiếng anh .,1,2
313,newave break of dawn là chương_trình chào_đón tân_sinh_viên được tổ_chức bởi câu lạc_bộ nhà kinh_tế trẻ yec neu .,0,9
314,tôn không được ăn lại còn bị ăn phốt tôn nhịn_nhục .,2,6
315,mại vào mại vào mọi người ơi biết vậy nãy đem bịch chai đi .,0,1
316,hỗ_trợ thêm về các thiết_bị dạy và học .,2,4
317,thầy giảng_dạy tôt dễ hiểu .,1,2
318,bao_giờ đỗ trường xây_dựng hơn trăm mâm nhớ mời em nhé .,1,3
319,kinh_tế và quản_lí môi_trường .,0,2
320,cảm_ơn an trai nhé theo anh mấy ngày con mà em bú được hơn rồi ạ .,1,0
321,ưu_tiên các ứng_viên đã từng tham_gia_công_tác quản_lý vận_hành tòa nhà .,0,5
322,tôi không .,0,3
323,anh_trai điểm chưa .,1,3
324,bx anh shiper bảo đưa lên phòng kí_túc_xá tối có người đến lấy mà đến bây_giờ vẫn chưa thấy ai đến nhận ạ .,0,6
325,cựu sinh_viên neu năm nay có đỗ ngành nào không .,0,2
326,chào nam linh nhé con_trai con tốt_nghiệp hả .,1,6
327,cháy tầng các tầng khác bị nhà hàng_xóm bao quanh nên không thoát ra được ý ạ .,2,7
328,trường đợi em năm nữa thôi ạ .,1,6
329,defrontier re curency .,0,3
330,mê luôn màa .,1,0
331,phòng học có số_lượng sinh_viên quá đông .,2,2
